tienda,mes,center_name,region,zona,postal_code_area,fase,model,estado_veterana,n_dias,uds_dia_media,uds_total_mes,tiempo_efectivo_min,tiempo_con_paradas_min,tiempo_de_paradas_min,prod_efectiva_min_ud,prod_conparadas_min_ud,dif_prod_efectiva_vs_obj,dif_prod_conparadas_vs_obj,caudal_optimo_h,caudal_efectivo_h,caudal_real_h,diferencia_caudal_h,caudal_optimo_h_total,caudal_efectivo_h_total,caudal_real_h_total,diferencia_caudal_h_total
2549,1/5/2026,2549 - Playa Las Américas (Adeje),R05,Z54,Playa Las Américas (Adeje),Veterana,CIERRE,Veterana,25,"3.688,16",92.204,"999,96","1.050,36","50,4","0,2714","0,2852","-0,04","-0,03","19,36","16,67","17,51","-1,86","484,07","416,65","437,65","-46,42"
2581,1/5/2026,2581 - Pasadizo Toledo (Tomelloso),R10,Z07,Pasadizo Toledo (Tomelloso),Veterana,NTC60,Veterana,25,"2.792,88",69.822,"857,96","980,76","122,8","0,3084","0,3534",-0,"0,0384","14,66","14,3","16,35","1,68","366,57","357,48","408,65","42,08"
2582,1/5/2026,2582 - Avda. La Paz (Logroño),R08,Z52,Avda. La Paz (Logroño),Veterana,NTC30,Veterana,25,"1.325,76",33.144,"421,08","430,2","9,12","0,324","0,3304","0,009","0,0154","6,96","7,02","7,17","0,21","174,01","175,45","179,25","5,24"
2595,1/5/2026,2595 - C. C. Martiánez (Puerto De La Cruz),R05,Z54,C. C. Martiánez (Puerto De La Cruz),Veterana,NTC60,Veterana,25,"2.872,92",71.823,"824,32","890,76","66,44","0,2879","0,3108","-0,03",-0,"15,08","13,74","14,85","-0,24","377,07","343,47","371,15","-5,92"
2623,1/5/2026,2623 - Atarfe (Atarfe),R06,Z47,Atarfe (Atarfe),Veterana,NTC60,Veterana,25,"4.021,96",100.549,"1.205,6","1.248,72","43,12","0,3002","0,311","-0,01",-0,"21,11","20,09","20,81","-0,3","527,88","502,33","520,3","-7,58"
2637,1/5/2026,2637 - Valls (Valls),R02,Z05,Valls (Valls),Veterana,NTC30,Veterana,25,"1.082,88",27.072,"376,48","395,92","19,44","0,3548","0,3732","0,0398","0,0582","5,68","6,28","6,6","0,914","142,13","156,87","164,97","22,84"
2717,1/5/2026,2717 - Los Olivos (Adeje),R05,Z54,Los Olivos (Adeje),Veterana,NTC150,Veterana,25,"7.184,6",179.615,"2.229,04","2.388,4","159,36","0,3098","0,3319",-0,"0,0169","37,72","37,15","39,81","2,09","942,98","928,77","995,17","52,19"
2749,1/5/2026,2749 - Pardinyes (Lleida),R08,Z44,Pardinyes (Lleida),Veterana,NTC60,Veterana,24,"3.875,46",93.011,"1.137,79","1.164,21","26,42","0,2937","0,3005","-0,02","-0,01","20,35","18,96","19,4","-0,94","488,31","455,12","465,68","-22,62"
2752,1/5/2026,2752 - Sant Andreu De La Barca (Sant Andreu De La Barca),R08,Z36,Sant Andreu De La Barca (Sant Andreu De La Barca),Veterana,NTC30,Veterana,25,1.489,37.225,"488,24","517,12","28,88","0,33","0,35","0,015","0,035","7,82","8,14","8,62","0,801","195,43","203,43","215,47","20,04"
2762,1/5/2026,2762 - Virgen Del Losar (Sagunt/Sagunto),R03,Z45,Virgen Del Losar (Sagunt/Sagunto),Veterana,NTC120,Veterana,25,"5.447,88",136.197,"1.834,32","1.906,08","71,76","0,3388","0,3518","0,0238","0,0368","28,6","30,57","31,77","3,17","715,03","764,3","794,2","79,17"
2829,1/5/2026,2829 - Estació D'autobussos (Figueres),R02,Z24,Estació D'autobussos (Figueres),Veterana,NTC60,Veterana,24,"2.548,46",61.163,"868,96","903,17","34,21","0,3416","0,3552","0,0266","0,0402","13,38","14,48","15,05","1,67","321,11","347,58","361,27","40,16"
2875,1/5/2026,2875 - C/ Mestre Serrano (Benicarlo),R03,Z13,C/ Mestre Serrano (Benicarlo),Veterana,NTC90,Veterana,25,"1.719,28",42.982,"572,36","618,24","45,88","0,335","0,3615","0,02","0,0465","9,03","9,54","10,3","1,28","225,66","238,48","257,6","31,94"
2946,1/5/2026,2946 - La Herrería (Ponferrada),R09,Z41,La Herrería (Ponferrada),Aprendiz,NTC15,No veterana,25,"700,44",17.511,"213,72","226,88","13,16","0,3015","0,3199","-0,01","0,0049","3,68","3,56","3,78","0,104","91,93","89,05","94,53","2,6"
3004,1/5/2026,3004 - La Cuesta-Taco (San Cristobal De La Laguna),R05,Z12,La Cuesta-Taco (San Cristobal De La Laguna),Veterana,NTC90,Veterana,25,"4.449,16",111.229,"1.286,6","1.348,96","62,36","0,2919","0,3067","-0,02",-0,"23,36","21,44","22,48","-0,88","583,95","536,08","562,07","-21,89"
3078,1/5/2026,3078 - Santa Olaya (Gijon),R09,Z32,Santa Olaya (Gijon),Veterana,NTC90,Veterana,25,"5.710,52",142.763,"1.673,92","1.867,04","193,12","0,2934","0,3273","-0,02","0,0123","29,98","27,9","31,12","1,14","749,51","697,47","777,93","28,43"
3087,1/5/2026,3087 - L'ànec Blau (Castelldefels),R02,Z56,L'ànec Blau (Castelldefels),Veterana,NTC120,Veterana,25,"5.610,44",140.261,"1.737,6","1.871,84","134,24","0,3112","0,3351",-0,"0,0201","29,45","28,96","31,2","1,74","736,37",724,"779,93","43,56"
3118,1/5/2026,3118 - Aguas Vivas (Guadalajara),R10,Z23,Aguas Vivas (Guadalajara),Veterana,NTC30,Veterana,25,"2.095,4",52.385,"641,28","662,12","20,84","0,3106","0,3206",-0,"0,0056",11,"10,69","11,04","0,034","275,02","267,2","275,88","0,86"
3120,1/5/2026,3120 - Las Ramblas (Las Palmas De Gran Canaria),R05,Z28,Las Ramblas (Las Palmas De Gran Canaria),Veterana,NTC90,Veterana,25,"4.377,52",109.438,"1.344,36","1.475,48","131,12","0,3087","0,3391",-0,"0,0241","22,98","22,41","24,59","1,61","574,55","560,15","614,78","40,23"
3280,1/5/2026,3280 - San Sebastián (Santa Cruz De Tenerife),R05,Z12,San Sebastián (Santa Cruz De Tenerife),Veterana,NTC150,Veterana,24,"8.351,54",200.437,"2.428,96","2.519,88","90,92","0,2901","0,3008","-0,02","-0,01","43,85","40,48",42,"-1,85","1.052,29","971,58","1.007,95","-44,34"
3410,1/5/2026,3410 - Benaguasil (Benaguasil),R03,Z01,Benaguasil (Benaguasil),Veterana,NTC120,No veterana,25,"6.451,04",161.276,"2.245,12","2.321,12",76,"0,348","0,3599","0,033","0,0449","33,87","37,42","38,69","4,82","846,7","935,47","967,13","120,43"
3441,1/5/2026,3441 - Ctra. De Molins (Sabadell),R02,Z02,Ctra. De Molins (Sabadell),Veterana,NTC60,Veterana,24,"3.454,63",82.911,"1.102,96","1.183,67","80,71","0,3199","0,3423","0,0049","0,0273","18,14","18,38","19,73","1,59","435,28","441,18","473,47","38,18"
3465,1/5/2026,3465 - Santa María Del Mar (Santa Cruz De Tenerife),R05,Z12,Santa María Del Mar (Santa Cruz De Tenerife),Veterana,NTC60,Veterana,24,"3.540,33",84.968,"959,5","1.037,13","77,63","0,278","0,3002",-0,"-0,01","18,59","15,99","17,29","-1,3","446,08","383,8","414,85","-31,23"
3497,1/5/2026,3497 - Urb. Guadiana (Badajoz),R10,Z31,Urb. Guadiana (Badajoz),Veterana,NTC60,Veterana,25,"3.124,72",78.118,"818,84","947,76","128,92","0,2638","0,3056","-0,05",-0,"16,41","13,65","15,8","-0,6","410,12","341,18","394,9","-15,22"
3506,1/5/2026,3506 - C. C. Vilamarina (Viladecans),R08,Z36,C. C. Vilamarina (Viladecans),Veterana,NTC90,Veterana,24,"4.587,54",110.101,"1.473,88","1.502,38","28,5","0,3226","0,3293","0,0076","0,0143","24,09","24,57","25,04","0,955","578,03","589,55","600,95","22,92"
3532,1/5/2026,3532 - Polígono La Vila (Xativa),R03,Z09,Polígono La Vila (Xativa),Veterana,NTC60,Veterana,25,"3.536,48",88.412,"1.168,68","1.304,88","136,2","0,3305","0,3691","0,0155","0,0541","18,57","19,48","21,75","3,18","464,16","486,95","543,7","79,54"
3543,1/5/2026,3543 - C. C. Masrampinyo (Montcada I Reixac),R02,Z02,C. C. Masrampinyo (Montcada I Reixac),Veterana,NTC60,Veterana,24,"2.727,96",65.471,"894,67","948,88","54,21","0,3309","0,3511","0,0159","0,0361","14,32","14,91","15,81","1,49","343,72","357,87","379,55","35,83"
3544,1/5/2026,3544 - La Feria (Las Palmas De Gran Canaria),R05,Z28,La Feria (Las Palmas De Gran Canaria),Veterana,NTC120,Veterana,25,"6.572,08",164.302,"1.961,04","2.095,52","134,48","0,2991","0,3193","-0,02","0,0043","34,5","32,68","34,92","0,422","862,59","817,1","873,13","10,55"
3563,1/5/2026,3563 - Playa De La Atunara (La Linea De La Concepcion),R06,Z14,Playa De La Atunara (La Linea De La Concepcion),Veterana,NTC90,Veterana,25,"4.053,56",101.339,"1.122,72","1.145,64","22,92","0,2791","0,2849","-0,04",-0,"21,28","18,71","19,09","-2,19","532,03","467,8","477,35","-54,68"
3569,1/5/2026,3569 - Trambaix (Esplugues De Llobregat),R08,Z36,Trambaix (Esplugues De Llobregat),Veterana,NTC120,Veterana,24,"6.117,71",146.825,"2.212,67","2.358,42","145,75","0,3607","0,3849","0,0457","0,0699","32,12","36,88","39,31","7,19","770,83","885,07","943,37","172,54"
3571,1/5/2026,3571 - Playa Rinconcillo (Algeciras),R06,Z26,Playa Rinconcillo (Algeciras),Aprendiz,NTC60,No veterana,25,"3.563,56",89.089,"1.038,76","1.111,68","72,92","0,294","0,3151",-0,"0,0001","18,71","17,31","18,53","-0,18","467,72","432,82","463,2","-4,52"
3632,1/5/2026,3632 - La Almunia De Doña Godina (La Almunia De Doña Godina),R08,Z22,La Almunia De Doña Godina (La Almunia De Doña Godina),Aprendiz,NTC30,No veterana,25,"1.440,52",36.013,"530,88","547,76","16,88","0,3811","0,394","0,0661","0,079","7,56","8,85","9,13","1,57","189,07","221,2","228,23","39,17"
3664,1/5/2026,3664 - Estadi Balear (Palma),R04,Z53,Estadi Balear (Palma),Veterana,NTC120,Veterana,25,"5.422,32",135.558,"1.766,68","2.057,8","291,12","0,3247","0,3771","0,0097","0,0621","28,47","29,45","34,3","5,83","711,68","736,12","857,42","145,74"
3669,1/5/2026,3669 - Los Ochos (Torrelavega),R09,Z51,Los Ochos (Torrelavega),Aprendiz,NTC30,No veterana,25,"2.044,16",51.104,"681,88","688,52","6,64","0,3339","0,3374","0,0189","0,0224","10,73","11,37","11,47","0,743","268,3","284,12","286,88","18,59"
3681,1/5/2026,3681 - Avda. De Los Cipreses (Salamanca),R09,Z41,Avda. De Los Cipreses (Salamanca),Veterana,NTC60,Veterana,25,"3.099,2",77.480,"879,48","914,12","34,64","0,2838","0,2948","-0,03",-0,"16,27","14,66","15,23",-1,"406,77","366,45","380,88","-25,89"
3683,1/5/2026,3683 - La Lastra (Leon),R09,Z27,La Lastra (Leon),Veterana,NTC60,Veterana,25,"3.947,68",98.692,"1.201,8","1.286,36","84,56","0,3054","0,327",-0,"0,012","20,73","20,03","21,44","0,714","518,13","500,75","535,98","17,85"
3684,1/5/2026,3684 - Torrijos (Torrijos),R10,Z55,Torrijos (Torrijos),Veterana,NTC60,Veterana,24,"3.964,33",95.144,"1.303,83","1.336,71","32,88","0,3296","0,338","0,0146","0,023","20,81","21,73","22,28","1,47","499,51","521,53","534,68","35,18"
3697,1/5/2026,3697 - Camino Del Cementerio (Valladolid),R09,Z27,Camino Del Cementerio (Valladolid),Veterana,NTC90,Veterana,24,"4.714,58",113.150,"1.539,25","1.592,54","53,29","0,3251","0,3364","0,0101","0,0214","24,75","25,65","26,54","1,79","594,04","615,7","637,02","42,98"
3700,1/5/2026,3700 - Barbate (Barbate),R06,Z26,Barbate (Barbate),Veterana,NTC120,Veterana,25,"1.731,68",43.292,"473,48","480,32","6,84","0,2741","0,2781",-0,"-0,04","9,09","7,89","8,01","-1,1","227,28","197,28","200,13","-27,15"
3701,1/5/2026,3701 - Mercat D'abrera (Abrera),R08,Z36,Mercat D'abrera (Abrera),Veterana,NTC60,Veterana,24,"2.785,42",66.850,"938,71","964,21","25,5","0,3392","0,3479","0,0242","0,0329","14,62","15,64","16,07","1,45","350,96","375,48","385,68","34,72"
3718,1/5/2026,3718 - Villanueva De Gallego (Villanueva De Gallego),R08,Z22,Villanueva De Gallego (Villanueva De Gallego),Veterana,NTC30,Veterana,24,"1.963,46",47.123,"540,75","557,33","16,58","0,2773","0,2858","-0,04","-0,03","10,31","9,01","9,29",-1,"247,4","216,3","222,93","-24,46"
3725,1/5/2026,3725 - Empuria Brava (Castello D'empuries),R02,Z24,Empuria Brava (Castello D'empuries),Veterana,NTC90,Veterana,25,"3.055,6",76.390,"1.090,48","1.141,32","50,84","0,3577","0,3748","0,0427","0,0598","16,04","18,18","19,02","2,98","401,05","454,37","475,55","74,5"
3729,1/5/2026,3729 - San Isidro (La Jurada) (Granadilla De Abona),R05,Z54,San Isidro (La Jurada) (Granadilla De Abona),Veterana,NTC60,Veterana,25,"3.342,36",83.559,"963,24","1.020,2","56,96","0,2901","0,3077","-0,02",-0,"17,55","16,05",17,"-0,54","438,68","401,35","425,08","-13,6"
3731,1/5/2026,3731 - Les Franqueses (Les Franqueses Del Valles),R02,Z20,Les Franqueses (Les Franqueses Del Valles),Veterana,NTC90,Veterana,24,"4.133,96",99.215,"1.413,13","1.497,79","84,67","0,3417","0,362","0,0267","0,047","21,7","23,55","24,96","3,26","520,88","565,25","599,12","78,24"
3734,1/5/2026,3734 - Sotogrande (San Roque),R06,Z14,Sotogrande (San Roque),Veterana,NTC120,Veterana,24,"3.109,92",74.638,"953,88","997,54","43,67","0,3077","0,3218",-0,"0,0068","16,33","15,9","16,63","0,299","391,85","381,55","399,02","7,17"
3750,1/5/2026,3750 - Cuarte De Huerva (Cuarte De Huerva),R08,Z22,Cuarte De Huerva (Cuarte De Huerva),Veterana,NTC30,Veterana,25,"1.497,64",37.441,"423,92","447,32","23,4","0,2933","0,3089","-0,02",-0,"7,86","7,07","7,46","-0,4","196,57","176,63","186,38","-10,18"
3758,1/5/2026,3758 - Sama (Langreo),R09,Z32,Sama (Langreo),Aprendiz,NTC30,No veterana,25,"1.019,68",25.492,"342,6","357,44","14,84","0,343","0,3601","0,028","0,0451","5,35","5,71","5,96","0,604","133,83","142,75","148,93","15,1"
3769,1/5/2026,3769 - Ctra. Palma Del Río (Cordoba),R06,Z17,Ctra. Palma Del Río (Cordoba),Aprendiz,NTC60,No veterana,25,"3.043,56",76.089,"817,32",926,"108,68","0,2688","0,3046","-0,05",-0,"15,98","13,62","15,43","-0,55","399,47","340,55","385,83","-13,63"
3775,1/5/2026,3775 - Can Cuyas (Montcada I Reixac),R02,Z02,Can Cuyas (Montcada I Reixac),Aprendiz,NTC90,No veterana,13,"3.156,54",41.035,1.304,"1.354,54","50,54","0,4169","0,4324","0,1019","0,1174","16,57","21,73","22,58",6,"215,43","282,53","293,48","78,05"
3798,1/5/2026,3798 - C. C. Puerta Europa (Algeciras),R06,Z26,C. C. Puerta Europa (Algeciras),Veterana,NTC90,Veterana,25,"4.708,32",117.708,"1.247,56","1.309,08","61,52","0,2703","0,2853","-0,04","-0,03","24,72","20,79","21,82","-2,9","617,97","519,82","545,45","-72,52"
3819,1/5/2026,3819 - C. C. Serrallo Plaza (Granada),R06,Z18,C. C. Serrallo Plaza (Granada),Veterana,NTC60,Veterana,25,"2.993,44",74.836,"924,52","957,72","33,2","0,3087","0,3197",-0,"0,0047","15,72","15,41","15,96","0,246","392,89","385,22","399,05","6,16"
3836,1/5/2026,3836 - La Gañania (Los Realejos),R05,Z54,La Gañania (Los Realejos),Veterana,NTC60,Veterana,25,"3.565,44",89.136,"991,16","1.016,12","24,96","0,2792","0,2867","-0,04","-0,03","18,72","16,52","16,93","-1,78","467,96","412,98","423,38","-44,58"
3842,1/5/2026,3842 - Son Macià (Marratxí),R04,Z11,Son Macià (Marratxí),Veterana,NTC90,Veterana,25,"3.988,2",99.705,"1.119,56","1.156,36","36,8","0,2821","0,2913","-0,03","-0,02","20,94","18,66","19,27","-1,67","523,45","466,48","481,82","-41,63"
3849,1/5/2026,3849 - Valdespartera (Zaragoza),R08,Z22,Valdespartera (Zaragoza),Veterana,NTC90,Veterana,25,4.976,124.400,"1.313,92","1.373,2","59,28","0,2657","0,2778","-0,05","-0,04","26,12","21,9","22,89","-3,24","653,1","547,47","572,17","-80,93"
3850,1/5/2026,3850 - Esparreguera (Esparreguera),R08,Z36,Esparreguera (Esparreguera),Veterana,NTC60,Veterana,25,"3.307,04",82.676,"1.157,52","1.204,24","46,72","0,351","0,365","0,036","0,05","17,36","19,29","20,07","2,71","434,05","482,3","501,77","67,72"
3851,1/5/2026,3851 - Rec Susana (Figueres),R02,Z24,Rec Susana (Figueres),Veterana,NTC30,Veterana,24,"1.202,63",28.863,"416,17","437,21","21,04","0,3539","0,372","0,0389","0,057","6,31","6,94","7,29","0,973","151,53","166,47","174,88","23,35"
3855,1/5/2026,3855 - Cruz Chica (San Cristobal De La Laguna),R05,Z12,Cruz Chica (San Cristobal De La Laguna),Veterana,NTC60,Veterana,25,"3.225,72",80.643,"907,96","957,28","49,32","0,2811","0,2965","-0,03","-0,02","16,93","15,13","15,96","-0,98","423,38","378,32","398,87","-24,51"
3859,1/5/2026,3859 - Llinars Del Vallés (Llinars Del Valles),R02,Z20,Llinars Del Vallés (Llinars Del Valles),Veterana,NTC60,Veterana,25,2.628,65.700,"917,68","979,96","62,28","0,3503","0,3742","0,0353","0,0592","13,8","15,29","16,33","2,54","344,92","382,37","408,32","63,39"
3860,1/5/2026,3860 - Cubelles (Cubelles),R02,Z56,Cubelles (Cubelles),Veterana,NTC90,Veterana,25,"2.648,64",66.216,922,"969,36","47,36","0,353","0,3708","0,038","0,0558","13,9","15,37","16,16","2,25","347,63","384,17","403,9","56,27"
3864,1/5/2026,3864 - Hoya De La Plata (Las Palmas De Gran Canaria),R05,Z28,Hoya De La Plata (Las Palmas De Gran Canaria),Veterana,NTC60,Veterana,25,"2.178,16",54.454,"631,4","739,76","108,36","0,2938","0,3455","-0,02","0,0305","11,44","10,52","12,33","0,894","285,88","263,08","308,23","22,35"
3880,1/5/2026,3880 - El Tercer Barrio (Palencia),R09,Z27,El Tercer Barrio (Palencia),Veterana,NTC30,Veterana,25,"1.779,2",44.480,"584,88","609,28","24,4","0,3321","0,3464","0,0171","0,0314","9,34","9,75","10,15","0,814","233,52","243,7","253,87","20,35"
3902,1/5/2026,3902 - Argana (Arrecife),R05,Z12,Argana (Arrecife),Veterana,NTC90,Veterana,25,"5.099,88",127.497,"1.354,68","1.446,48","91,8","0,266","0,2838",-0,"-0,03","26,77","22,58","24,11","-2,67","669,36","564,45","602,7","-66,66"
3905,1/5/2026,3905 - San Cristóbal (Almuñecar),R06,Z18,San Cristóbal (Almuñecar),Veterana,NTC120,Veterana,25,"2.289,96",57.249,"695,04","725,52","30,48","0,3064","0,3193",-0,"0,0043","12,02","11,58","12,09","0,07","300,56","289,6","302,3","1,74"
3919,1/5/2026,3919 - Campohermoso (Nijar),R07,Z25,Campohermoso (Nijar),Veterana,NTC90,Veterana,24,"1.002,08",24.050,"284,58","288,46","3,88","0,286","0,29",-0,-0,"5,26","4,74","4,81","-0,45","126,26","113,83","115,38","-10,88"
3924,1/5/2026,3924 - Poima (Maó),R04,Z53,Poima (Maó),Veterana,NTC90,No veterana,25,"3.199,4",79.985,"1.214,76","1.260,76",46,"0,3778","0,3922","0,0628","0,0772","16,8","20,25","21,01","4,22","419,92","506,15","525,32","105,4"
3928,1/5/2026,3928 - Alfaro (Alfaro),R08,Z52,Alfaro (Alfaro),Veterana,NTC30,Veterana,24,"1.853,96",44.495,"574,87","622,92","48,04","0,3134","0,3396",-0,"0,0246","9,73","9,58","10,38","0,649","233,6","229,95","249,17","15,57"
3930,1/5/2026,3930 - Las Californias (Miranda De Ebro),R09,Z51,Las Californias (Miranda De Ebro),Veterana,NTC60,Veterana,24,"2.229,33",53.504,"699,17","713,12","13,96","0,3168","0,3237","0,0018","0,0087","11,7","11,65","11,88","0,181","280,9","279,67","285,25","4,35"
3935,1/5/2026,3935 - Corralejo (La Oliva),R05,Z12,Corralejo (La Oliva),Aprendiz,CIERRE,No veterana,25,"5.851,96",146.299,"1.681,68","1.801,24","119,56","0,2877","0,3081","-0,03",-0,"30,72","28,03","30,02","-0,7","768,07","700,7","750,52","-17,55"
3943,1/5/2026,3943 - C/ Pau Casals (Girona),R02,Z24,C/ Pau Casals (Girona),Aprendiz,NTC60,No veterana,25,"2.669,44",66.736,"811,84","827,16","15,32","0,3049","0,3105",-0,-0,"14,02","13,53","13,79","-0,23","350,36","338,27","344,65","-5,71"
3945,1/5/2026,3945 - Palamós (Palamos),R02,Z24,Palamós (Palamos),Aprendiz,CIERRE,No veterana,25,"1.767,36",44.184,"640,48","664,08","23,6","0,3634","0,3768","0,0484","0,0618","9,28","10,68","11,07","1,79","231,97","266,87","276,7","44,73"
3947,1/5/2026,3947 - Camp Clar (Tarragona),R02,Z05,Camp Clar (Tarragona),Veterana,NTC90,Veterana,25,"4.528,84",113.221,"1.294,72","1.436,72",142,"0,2857","0,3169","-0,03","0,0019","23,78","21,58","23,95","0,169","594,41","539,47","598,63","4,22"
3950,1/5/2026,3950 - Mora D'ebre (Mora D'ebre),R02,Z05,Mora D'ebre (Mora D'ebre),Veterana,NTC60,Veterana,25,"1.247,16",31.179,"411,96","424,92","12,96","0,3443","0,3622","0,0293","0,0472","6,55","6,87","7,08","0,534","163,69","171,65","177,05","13,36"
3951,1/5/2026,3951 - Bell-Lloc (Girona),R02,Z24,Bell-Lloc (Girona),Veterana,NTC60,Veterana,25,3.241,81.025,"1.059,56","1.100,52","40,96","0,3283","0,34","0,0133","0,025","17,02","17,66","18,34","1,33","425,38","441,48","458,55","33,17"
3964,1/5/2026,3964 - P. C. Camino Real (San Fernando De Henares),R04,Z49,P. C. Camino Real (San Fernando De Henares),Veterana,NTC90,Veterana,23,"5.215,87",119.965,"1.547,13","1.599,3","52,17","0,298","0,3077",-0,-0,"27,38","25,79","26,66","-0,73","629,82","593,07","613,07","-16,75"
3966,1/5/2026,3966 - Avda. Universitària (Manresa),R02,Z50,Avda. Universitària (Manresa),Veterana,NTC60,No veterana,25,"2.400,32",60.008,"846,64","895,76","49,12","0,3573","0,3773","0,0423","0,0623","12,6","14,11","14,93","2,33","315,04","352,77","373,23","58,19"
3968,1/5/2026,3968 - El Florío (Granada),R06,Z18,El Florío (Granada),Veterana,NTC150,Veterana,25,"8.872,28",221.807,"2.690,92","2.837,52","146,6","0,3034","0,3201","-0,01","0,0051","46,58","44,85","47,29","0,713","1.164,49","1.121,22","1.182,3","17,81"
3973,1/5/2026,3973 - El Botafoc (El Vendrell),R02,Z56,El Botafoc (El Vendrell),Veterana,NTC60,Veterana,25,"3.530,76",88.269,"1.099,28","1.180,72","81,44","0,3119","0,3354",-0,"0,0204","18,54","18,32","19,68","1,14","463,41","458,03","491,97","28,55"
3975,1/5/2026,3975 - Coma-Ruga (El Vendrell),R02,Z05,Coma-Ruga (El Vendrell),Veterana,NTC90,Veterana,25,"2.172,96",54.324,"696,16","745,84","49,68","0,327","0,3504","0,012","0,0354","11,41","11,6","12,43","1,02","285,2","290,07","310,77","25,57"
3992,1/5/2026,3992 - El Camisón (Arona),R05,Z54,El Camisón (Arona),Veterana,NTC60,No veterana,25,"2.959,32",73.983,"907,52","1.004,36","96,84","0,3071","0,34",-0,"0,025","15,54","15,13","16,74","1,2","388,41","378,13","418,48","30,07"
3996,1/5/2026,3996 - Sant Sadurní (Sant Sadurni D'anoia),R08,Z36,Sant Sadurní (Sant Sadurni D'anoia),Veterana,NTC60,Veterana,25,"3.664,72",91.618,"1.044,24","1.162,72","118,48","0,2854","0,3171","-0,03","0,0021","19,24","17,4","19,38","0,139","480,99","435,1","484,47","3,47"
4022,1/5/2026,4022 - Butihondo (Pajara),R05,Z12,Butihondo (Pajara),Veterana,NTC60,Veterana,25,"2.463,68",61.592,"675,32","744,4","69,08","0,275","0,3032",-0,"-0,01","12,93","11,26","12,41","-0,53","323,36","281,38","310,17","-13,19"
4025,1/5/2026,4025 - Olot (Olot),R02,Z24,Olot (Olot),Veterana,NTC30,Veterana,25,"1.402,4",35.060,"424,24","451,36","27,12","0,3039","0,3267","-0,01","0,0117","7,36","7,07","7,52","0,16","184,07","176,77","188,07",4
4028,1/5/2026,4028 - La Zubia (La Zubia),R06,Z18,La Zubia (La Zubia),Veterana,NTC60,Veterana,24,"4.157,87",99.789,"1.146,33","1.268,79","122,46","0,2769","0,3064","-0,04",-0,"21,83","19,11","21,15","-0,68","523,89","458,53","507,52","-16,38"
4030,1/5/2026,4030 - Carrer De La Piera (Vilanova I La Geltru),R02,Z56,Carrer De La Piera (Vilanova I La Geltru),Veterana,NTC120,Veterana,25,"5.015,28",125.382,"1.469,4","1.605,96","136,56","0,2936","0,321","-0,02","0,006","26,33","24,49","26,77","0,436","658,26","612,25","669,15","10,89"
4033,1/5/2026,4033 - Lloret (Lloret De Mar),R02,Z24,Lloret (Lloret De Mar),Veterana,NTC90,Veterana,25,"4.757,08",118.927,"1.533,16","1.598,6","65,44","0,3233","0,3371","0,0083","0,0221","24,98","25,55","26,64","1,67","624,37","638,82","666,08","41,72"
