tienda,mes,center_name,region,zona,postal_code_area,fase,model,estado_veterana,n_dias,uds_dia_media,uds_total_mes,tiempo_efectivo_min,tiempo_con_paradas_min,tiempo_de_paradas_min,prod_efectiva_min_ud,prod_conparadas_min_ud,dif_prod_efectiva_vs_obj,dif_prod_conparadas_vs_obj,caudal_optimo_h,caudal_efectivo_h,caudal_real_h,diferencia_caudal_h,caudal_optimo_h_total,caudal_efectivo_h_total,caudal_real_h_total,diferencia_caudal_h_total
4544,1/2/2026,4544 - C. C. Jaén Plaza (Jaen),R06,Z47,C. C. Jaén Plaza (Jaen),Veterana,NTC150,Veterana,24,"7.750,38",186.009,"2.364,46","2.428,88","64,42","0,3079","0,3163",-0,"0,0013","40,69","39,41","40,48","-0,2","976,55","945,78","971,55",-5
4556,1/2/2026,4556 - Paseo Del Muelle (Talavera De La Reina),R10,Z55,Paseo Del Muelle (Talavera De La Reina),Veterana,NTC60,Veterana,24,"2.295,88",55.101,"620,96","645,29","24,33","0,2801","0,2901","-0,03","-0,02","12,05","10,35","10,76","-1,3","289,28","248,38","258,12","-31,16"
4558,1/2/2026,4558 - Avda. Castellón (Almassora),R03,Z13,Avda. Castellón (Almassora),Veterana,NTC90,Veterana,24,"4.277,96",102.671,"1.234,54","1.284,17","49,63","0,2905","0,3022","-0,02","-0,01","22,46","20,58","21,4","-1,1","539,02","493,82","513,67","-25,36"
4562,1/2/2026,4562 - C/ Acero (Merida),R10,Z31,C/ Acero (Merida),Veterana,NTC90,Veterana,24,"3.860,63",92.655,"1.155,71","1.219,25","63,54","0,3002","0,3167","-0,01","0,0017","20,27","19,26","20,32","0,053","486,44","462,28","487,7","1,26"
4568,1/2/2026,4568 - Polígono Santa Mª De Benquerencia (Toledo),R10,Z55,Polígono Santa Mª De Benquerencia (Toledo),Veterana,NTC90,Veterana,24,"5.132,67",123.184,"1.527,38","1.660,79","133,42","0,2987","0,3249","-0,02","0,0099","26,95","25,46","27,68","0,733","646,72","610,95","664,32","17,6"
4569,1/2/2026,4569 - Monzón (Monzón),R08,Z44,Monzón (Monzón),Veterana,NTC60,Veterana,24,"1.695,58",40.694,"550,67","563,33","12,67","0,3296","0,3368","0,0146","0,0218","8,9","9,18","9,39","0,487","213,64","220,27","225,33","11,69"
4570,1/2/2026,4570 - Vecindario (Santa Lucia De Tirajana),R05,Z28,Vecindario (Santa Lucia De Tirajana),Veterana,NTC90,Veterana,23,"4.956,57",114.001,"1.412,91","1.573,52","160,61","0,2853","0,3177","-0,03","0,0027","26,02","23,55","26,23","0,203","598,51","541,62","603,18","4,68"
4572,1/2/2026,4572 - Retuerto (Barakaldo),R08,Z42,Retuerto (Barakaldo),Veterana,NTC90,Veterana,24,"5.248,17",125.956,"1.548,96","1.607,08","58,13","0,2967","0,3074","-0,02",-0,"27,55","25,82","26,79","-0,77","661,27","619,58","642,83","-18,44"
4579,1/2/2026,4579 - Deltebre (Deltebre),R02,Z05,Deltebre (Deltebre),Veterana,NTC90,Veterana,24,"4.017,79",96.427,"1.244,25","1.300,71","56,46","0,3099","0,3242",-0,"0,0092","21,09","20,74","21,68","0,585","506,24","497,7","520,28","14,04"
4587,1/2/2026,4587 - C. C. Albacenter (Albacete),R10,Z07,C. C. Albacenter (Albacete),Veterana,NTC90,Veterana,24,"3.459,75",83.034,"1.014,17","1.150,79","136,62","0,2943","0,3342",-0,"0,0192","18,16","16,9","19,18","1,02","435,93","405,67","460,32","24,39"
4592,1/2/2026,4592 - Carballiño Estación (O Carballiño),R01,Z30,Carballiño Estación (O Carballiño),Veterana,NTC60,Veterana,23,"2.314,96",53.244,"739,91","755,65","15,74","0,3248","0,3311","0,0098","0,0161","12,15","12,33","12,59","0,441","279,53","283,63","289,67","10,14"
4602,1/2/2026,4602 - Parc Comercial Vilanova (Vilanova I La Geltru),R02,Z56,Parc Comercial Vilanova (Vilanova I La Geltru),Veterana,NTC60,Veterana,24,"2.867,96",68.831,"797,96","866,21","68,25","0,2795","0,3036","-0,04","-0,01","15,06","13,3","14,44","-0,62","361,36","319,18","346,48","-14,88"
4606,1/2/2026,4606 - La Harinera (Cuenca),R10,Z43,La Harinera (Cuenca),Veterana,NTC60,No veterana,24,"1.514,46",36.347,"398,04","405,63","7,58","0,2634","0,2688","-0,05","-0,05","7,95","6,63","6,76","-1,19","190,82","159,22","162,25","-28,57"
4608,1/2/2026,4608 - Avda. De Marià Fortuny (Reus),R02,Z05,Avda. De Marià Fortuny (Reus),Veterana,NTC90,Veterana,24,"4.599,42",110.386,1.645,"1.697,79","52,79","0,3597","0,3711","0,0447","0,0561","24,15","27,42","28,3","4,15","579,53",658,"679,12","99,59"
4623,1/2/2026,4623 - La Cañada (Almeria),R07,Z25,La Cañada (Almeria),Veterana,NTC90,Veterana,24,"4.355,71",104.537,"1.439,17","1.536,13","96,96","0,3302","0,3533","0,0152","0,0383","22,87","23,99","25,6","2,73","548,82","575,67","614,45","65,63"
4632,1/2/2026,4632 - Mula (Mula),R07,Z48,Mula (Mula),Veterana,NTC60,Veterana,24,"2.623,17",62.956,"863,21","906,08","42,87","0,3361","0,3531","0,0211","0,0381","13,77","14,39","15,1","1,33","330,52","345,28","362,43","31,91"
4637,1/2/2026,4637 - C/ Toledo (Parla),R10,Z43,C/ Toledo (Parla),Veterana,NTC120,Veterana,24,"6.162,96",147.911,"1.864,42","1.997,92","133,5","0,3034","0,3242","-0,01","0,0092","32,36","31,07","33,3","0,943","776,53","745,77","799,17","22,63"
4641,1/2/2026,4641 - Jumilla (Jumilla),R07,Z08,Jumilla (Jumilla),Veterana,NTC15,Veterana,24,"892,33",21.416,"227,88","237,58","9,71","0,2579","0,2688","-0,06","-0,05","4,68","3,8","3,96","-0,72","112,43","91,15","95,03","-17,4"
4644,1/2/2026,4644 - Ctra. Toledo (Ciudad Real),R10,Z55,Ctra. Toledo (Ciudad Real),Veterana,NTC90,Veterana,24,"5.043,29",121.039,"1.434,92","1.509,71","74,79","0,2854","0,3002","-0,03","-0,01","26,48","23,91","25,16","-1,31","635,45","573,97","603,88","-31,57"
4655,1/2/2026,4655 - República Arxentina (Marin),R01,Z30,República Arxentina (Marin),Veterana,NTC60,Veterana,24,"1.439,83",34.556,"427,17","468,63","41,46","0,3043","0,3321",-0,"0,0171","7,56","7,12","7,81","0,251","181,42","170,87","187,45","6,03"
4659,1/2/2026,4659 - Sonseca (Sonseca),R10,Z55,Sonseca (Sonseca),Veterana,NTC60,Veterana,24,"3.125,54",75.013,"846,63","880,92","34,29","0,274","0,2855",-0,"-0,03","16,41","14,11","14,68","-1,73","393,82","338,65","352,37","-41,45"
4660,1/2/2026,4660 - Señorío De Illescas (Illescas),R10,Z43,Señorío De Illescas (Illescas),Veterana,NTC120,Veterana,24,"7.273,21",174.557,2.282,"2.391,37","109,37","0,3156","0,3307","0,0006","0,0157","38,18","38,03","39,86","1,67","916,42","912,8","956,55","40,13"
4661,1/2/2026,4661 - Cañada Real Mestas (Cordoba),R06,Z17,Cañada Real Mestas (Cordoba),Veterana,NTC90,Veterana,24,"5.626,88",135.045,"1.523,04","1.626,21","103,17","0,2712","0,2897","-0,04","-0,03","29,54","25,38","27,1","-2,44","708,99","609,22","650,48","-58,5"
4665,1/2/2026,4665 - Ctra. Alcañiz (Teruel),R03,Z13,Ctra. Alcañiz (Teruel),Veterana,NTC30,Veterana,24,"1.373,13",32.955,"457,67","470,12","12,46","0,3491","0,3579","0,0341","0,0429","7,21","7,63","7,83","0,627","173,01","183,07","188,05","15,04"
4670,1/2/2026,4670 - Huércal Overa (Huercal-Overa),R07,Z48,Huércal Overa (Huercal-Overa),Veterana,NTC30,Veterana,24,"1.540,87",36.981,"445,42","460,79","15,37","0,289","0,2991",-0,"-0,02","8,09","7,42","7,68","-0,41","194,15","178,17","184,32","-9,83"
4671,1/2/2026,4671 - C. C. Arcca (Calahorra),R08,Z52,C. C. Arcca (Calahorra),Veterana,NTC60,Veterana,24,"3.021,96",72.527,"865,13","922,92","57,79","0,2867","0,3057","-0,03",-0,"15,87","14,42","15,38","-0,48","380,77","346,05","369,17","-11,6"
4673,1/2/2026,4673 - Vista Alegre (Zamora),R09,Z41,Vista Alegre (Zamora),Veterana,NTC30,Veterana,24,"1.510,67",36.256,"463,63","486,42","22,79","0,3139","0,3285",-0,"0,0135","7,93","7,73","8,11","0,176","190,34","185,45","194,57","4,22"
4677,1/2/2026,4677 - Santidad (Arucas),R05,Z28,Santidad (Arucas),Veterana,NTC90,Veterana,23,"4.684,04",107.733,"1.349,26","1.417,7","68,43","0,2894","0,3034","-0,03","-0,01","24,59","22,49","23,63","-0,96","565,6","517,22","543,45","-22,15"
4678,1/2/2026,4678 - Avda. De La Cruz Roja (Arcos De La Frontera),R06,Z16,Avda. De La Cruz Roja (Arcos De La Frontera),Aprendiz,NTC60,No veterana,8,1.804,14.432,729,764,35,"0,4273","0,4529","0,1123","0,1379","9,47","12,15","12,73","3,26","75,77","97,2","101,87","26,1"
4687,1/2/2026,4687 - Camí Dels Reis (Palma),R04,Z53,Camí Dels Reis (Palma),Veterana,NTC120,Veterana,24,"4.468,63",107.247,"1.610,42","1.706,37","95,96","0,3622","0,3841","0,0472","0,0691","23,46","26,84","28,44","4,98","563,05","644,17","682,55","119,5"
4694,1/2/2026,4694 - P. C. Guadalquivir (Cordoba),R06,Z17,P. C. Guadalquivir (Cordoba),Veterana,NTC60,Veterana,24,"3.316,63",79.599,793,"948,96","155,96","0,2402","0,2876","-0,07","-0,03","17,41","13,22","15,82","-1,6","417,89","317,2","379,58","-38,31"
4697,1/2/2026,4697 - Zaramaga (Vitoria-Gasteiz),R08,Z42,Zaramaga (Vitoria-Gasteiz),Veterana,NTC60,Veterana,24,"3.525,71",84.617,"1.004,5","1.053,67","49,17","0,2841","0,298",-0,-0,"18,51","16,74","17,56","-0,95","444,24","401,8","421,47","-22,77"
4701,1/2/2026,4701 - Barranco Seco (Las Palmas De Gran Canaria),R05,Z28,Barranco Seco (Las Palmas De Gran Canaria),Veterana,NTC120,Veterana,23,"6.013,7",138.315,"1.888,91","1.937,48","48,57","0,3149","0,3231",-0,"0,0081","31,57","31,48","32,29","0,719","726,15","724,08","742,7","16,55"
4716,1/2/2026,4716 - Avda. Jaume I (Terrassa),R02,Z50,Avda. Jaume I (Terrassa),Veterana,NTC90,No veterana,24,"3.019,13",72.459,"1.118,71",1.144,"25,29","0,3724","0,3813","0,0574","0,0663","15,85","18,64","19,07","3,22","380,41","447,48","457,6","77,19"
4727,1/2/2026,4727 - Buñol (Buñol),R03,Z01,Buñol (Buñol),Veterana,NTC90,No veterana,24,"5.024,96",120.599,"1.422,33","1.466,63","44,29","0,2846","0,2935",-0,"-0,02","26,38","23,71","24,44","-1,94","633,14","568,93","586,65","-46,49"
4732,1/2/2026,4732 - San Juan De La Peña (Zaragoza),R08,Z22,San Juan De La Peña (Zaragoza),Veterana,NTC90,Veterana,24,"4.073,33",97.760,"1.283,67","1.350,88","67,21","0,3167","0,3331","0,0017","0,0181","21,39","21,39","22,52","1,13","513,24","513,47","540,35","27,11"
4735,1/2/2026,4735 - Delicias (Valladolid),R09,Z27,Delicias (Valladolid),Veterana,NTC90,Veterana,24,"5.378,25",129.078,"1.616,21","1.671,58","55,38","0,3017","0,3118","-0,01",-0,"28,24","26,94","27,86","-0,38","677,66","646,48","668,63",-9
4742,1/2/2026,4742 - Santa Isabel (Zaragoza),R08,Z22,Santa Isabel (Zaragoza),Veterana,NTC60,Veterana,24,3.514,84.336,"974,08","1.038,54","64,46","0,2785","0,2974","-0,04","-0,02","18,45","16,23","17,31","-1,14","442,76","389,63","415,42","-27,35"
4744,1/2/2026,4744 - Son Fuster (Palma),R04,Z53,Son Fuster (Palma),Veterana,NTC90,No veterana,24,2.755,66.120,"1.211,67",1.275,"63,33","0,4426","0,466","0,1276","0,151","14,46","20,19","21,25","6,79","347,13","484,67",510,"162,87"
4745,1/2/2026,4745 - Tamarana (Las Palmas De Gran Canaria),R05,Z28,Tamarana (Las Palmas De Gran Canaria),Aprendiz,NTC90,No veterana,19,"3.417,58",64.934,"1.382,63","1.453,79","71,16","0,4065","0,4273","0,0915","0,1123","17,94","23,04","24,23","6,29","340,9","437,83","460,37","119,46"
4766,1/2/2026,4766 - Ctra. De Cedeira (Naron),R01,Z38,Ctra. De Cedeira (Naron),Veterana,NTC60,Veterana,23,"1.779,74",40.934,"593,26","599,39","6,13","0,3348","0,3384","0,0198","0,0234","9,34","9,89","9,99","0,646","214,9","227,42","229,77","14,86"
4769,1/2/2026,4769 - Baricentro (Barbera Del Valles),R02,Z02,Baricentro (Barbera Del Valles),Veterana,NTC60,No veterana,24,"2.683,75",64.410,"784,21","810,5","26,29","0,2953","0,3052","-0,02",-0,"14,09","13,07","13,51","-0,58","338,15","313,68","324,2","-13,95"
4770,1/2/2026,4770 - Distrito Rosales (Badajoz),R10,Z31,Distrito Rosales (Badajoz),Veterana,NTC60,No veterana,23,"2.815,74",64.762,"878,74","897,43","18,7","0,3131","0,3199",-0,"0,0049","14,78","14,65","14,96","0,175",340,"336,85","344,02","4,02"
4771,1/2/2026,4771 - Fuente Álamo (Fuente Alamo De Murcia),R07,Z48,Fuente Álamo (Fuente Alamo De Murcia),Veterana,NTC120,Veterana,24,"1.871,17",44.908,"540,58","550,42","9,83","0,2912","0,2964","-0,02","-0,02","9,82","9,01","9,17","-0,65","235,77","216,23","220,17","-15,6"
4777,1/2/2026,4777 - C. C. La Rambla (Cartagena),R07,Z21,C. C. La Rambla (Cartagena),Veterana,NTC150,Veterana,24,"2.710,38",65.049,"728,33","739,38","11,04","0,2704","0,2746","-0,04",-0,"14,23","12,14","12,32","-1,9","341,51","291,33","295,75","-45,76"
4785,1/2/2026,4785 - Vistahermosa (Aldeatejada),R09,Z41,Vistahermosa (Aldeatejada),Veterana,NTC60,Veterana,24,"3.520,13",84.483,"1.117,17","1.165,67","48,5","0,3174","0,3313","0,0024","0,0163","18,48","18,62","19,43","0,947","443,54","446,87","466,27","22,73"
4808,1/2/2026,4808 - Villamediana De Iregua (Villamediana De Iregua),R08,Z52,Villamediana De Iregua (Villamediana De Iregua),Veterana,NTC60,No veterana,24,"3.453,04",82.873,"1.140,83","1.217,21","76,37","0,3321","0,3543","0,0171","0,0393","18,13","19,01","20,29","2,16","435,08","456,33","486,88","51,8"
4814,1/2/2026,4814 - Zarautz (Zarautz),R08,Z52,Zarautz (Zarautz),Veterana,NTC90,No veterana,24,"5.181,58",124.358,"1.686,92","1.745,21","58,29","0,3258","0,337","0,0108","0,022","27,2","28,11","29,09","1,88","652,88","674,77","698,08","45,2"
Todas las tiendas,1/2/2026,,,,,,,Sintética: todas,5.358,"3.362,17",18.014.499,"1.034,52","1.088,62","54,1","0,3138","0,3296",-0,"0,0146","17,65","17,24","18,14","0,492","94.576,12","92.382,6","97.213,88","2.637,76"
Tiendas Veteranas,1/2/2026,,,,,,,Veterana,4.232,"3.491,6",14.776.441,"1.046,52","1.103,76","57,24","0,3024","0,3182","-0,01","0,0032","18,33","17,44","18,4","0,065","77.576,32","73.814,85","77.851,95","275,63"
2004,1/3/2026,2004 - C. C. Pont De La Barca (Girona),R02,Z24,C. C. Pont De La Barca (Girona),Veterana,NTC90,Veterana,26,"4.291,85",111.588,"1.280,23","1.326,85","46,62","0,3002","0,3107","-0,01",-0,"22,53","21,34","22,11","-0,42","585,84","554,77","574,97","-10,87"
2129,1/3/2026,2129 - Guadix (Guadix),R06,Z47,Guadix (Guadix),Aprendiz,NTC15,No veterana,26,"669,08",17.396,"208,46","220,96","12,5","0,3203","0,3398","0,0053","0,0248","3,51","3,47","3,68","0,17","91,33","90,33","95,75","4,42"
2140,1/3/2026,2140 - La Garriga (La Garriga),R02,Z20,La Garriga (La Garriga),Veterana,NTC60,No veterana,26,"2.908,5",75.621,"1.042,04","1.069,23","27,19","0,3592","0,3687","0,0442","0,0537","15,27","17,37","17,82","2,55","397,01","451,55","463,33","66,32"
2183,1/3/2026,2183 - María Auxiliadora (Granada),R06,Z18,María Auxiliadora (Granada),Veterana,NTC90,Veterana,26,"4.285,58",111.425,"1.187,69","1.285,23","97,54","0,2768","0,2991","-0,04","-0,02","22,5","19,8","21,42","-1,1","584,98","514,67","556,93","-28,05"
2207,1/3/2026,2207 - C/ Nápoles (Barbera Del Valles),R02,Z02,C/ Nápoles (Barbera Del Valles),Veterana,NTC90,No veterana,26,"4.822,23",125.378,"1.511,54","1.534,81","23,27","0,3151","0,32","0,0001","0,005","25,32","25,19","25,58","0,263","658,23",655,"665,08","6,85"
2231,1/3/2026,2231 - Sangonera La Verde (Murcia),R07,Z48,Sangonera La Verde (Murcia),Veterana,NTC30,Veterana,25,2.013,50.325,"587,52","600,32","12,8","0,2927","0,2991","-0,02","-0,02","10,57","9,79","10,01","-0,56","264,21","244,8","250,13","-14,07"
2275,1/3/2026,2275 - Avda. Salamanca (Plasencia),R10,Z31,Avda. Salamanca (Plasencia),Veterana,NTC60,Veterana,26,"2.222,62",57.788,"637,88","715,96","78,08","0,2885","0,3238","-0,03","0,0088","11,67","10,63","11,93","0,264","303,39","276,42","310,25","6,86"
2316,1/3/2026,2316 - Barrio De Santa Bárbara (Soria),R10,Z23,Barrio De Santa Bárbara (Soria),Veterana,CIERRE,Veterana,26,"1.680,54",43.694,"523,81","542,31","18,5","0,3179","0,3296","0,0029","0,0146","8,82","8,73","9,04","0,216","229,39","226,98",235,"5,61"
2319,1/3/2026,2319 - Villanueva De La Serena (Villanueva De La Serena),R10,Z31,Villanueva De La Serena (Villanueva De La Serena),Veterana,NTC30,Veterana,26,"1.858,08",48.310,"567,77","590,12","22,35","0,3081","0,3209",-0,"0,0059","9,76","9,46","9,84","0,08","253,63","246,03","255,72","2,09"
2343,1/3/2026,2343 - Prolongación Ángel Bruna (Cartagena),R07,Z21,Prolongación Ángel Bruna (Cartagena),Veterana,NTC150,Veterana,24,"3.673,88",88.173,"807,13","817,25","10,12","0,2203","0,2233","-0,09","-0,09","19,29","13,45","13,62","-5,67","462,91","322,85","326,9","-136,01"
2465,1/3/2026,2465 - Paseo Saladar (Denia),R03,Z40,Paseo Saladar (Denia),Veterana,NTC120,Veterana,25,"2.830,16",70.754,"776,12","933,44","157,32","0,2742","0,3303",-0,"0,0153","14,86","12,94","15,56","0,699","371,46","323,38","388,93","17,47"
2528,1/3/2026,2528 - Palma Nova (Calvia),R04,Z11,Palma Nova (Calvia),Veterana,NTC150,Veterana,25,"5.402,64",135.066,"1.636,92","1.736,64","99,72","0,3035","0,322","-0,01","0,007","28,36","27,28","28,94","0,58","709,1","682,05","723,6","14,5"
2549,1/3/2026,2549 - Playa Las Américas (Adeje),R05,Z54,Playa Las Américas (Adeje),Veterana,CIERRE,Veterana,26,"3.499,88",90.997,"920,31","946,77","26,46","0,2634","0,2708","-0,05","-0,04","18,37","15,34","15,78","-2,6","477,73","398,8","410,27","-67,47"
2581,1/3/2026,2581 - Pasadizo Toledo (Tomelloso),R10,Z07,Pasadizo Toledo (Tomelloso),Veterana,NTC60,Veterana,26,"2.667,81",69.363,"800,23","920,5","120,27","0,3019","0,3477","-0,01","0,0327","14,01","13,34","15,34","1,34","364,16","346,77","398,88","34,73"
2582,1/3/2026,2582 - Avda. La Paz (Logroño),R08,Z52,Avda. La Paz (Logroño),Veterana,NTC30,Veterana,26,"1.325,46",34.462,"405,54","411,92","6,38","0,3094","0,3143",-0,-0,"6,96","6,76","6,87","-0,1","180,93","175,73","178,5","-2,43"
2595,1/3/2026,2595 - C. C. Martiánez (Puerto De La Cruz),R05,Z54,C. C. Martiánez (Puerto De La Cruz),Veterana,NTC60,Veterana,26,"3.063,92",79.662,"878,54","946,27","67,73","0,2897","0,3117","-0,03",-0,"16,09","14,64","15,77","-0,31","418,23","380,7","410,05","-8,18"
2623,1/3/2026,2623 - Atarfe (Atarfe),R06,Z47,Atarfe (Atarfe),Veterana,NTC60,Veterana,26,"3.804,85",98.926,"1.162,31","1.200,46","38,15","0,3057","0,316",-0,"0,001","19,98","19,37","20,01","0,032","519,36","503,67","520,2","0,84"
2637,1/3/2026,2637 - Valls (Valls),R02,Z05,Valls (Valls),Veterana,NTC30,Veterana,26,"981,65",25.523,"348,5","362,85","14,35","0,3665","0,382","0,0515","0,067","5,15","5,81","6,05","0,894",134,"151,02","157,23","23,24"
2717,1/3/2026,2717 - Los Olivos (Adeje),R05,Z54,Los Olivos (Adeje),Veterana,NTC150,Veterana,26,"7.410,81",192.681,"2.206,42","2.369,38","162,96","0,2974","0,3192","-0,02","0,0042","38,91","36,77","39,49","0,583","1.011,58","956,12","1.026,73","15,16"
2749,1/3/2026,2749 - Pardinyes (Lleida),R08,Z44,Pardinyes (Lleida),Veterana,NTC60,Veterana,26,"3.411,69",88.704,"1.014,58","1.043,62","29,04","0,2981","0,3068","-0,02",-0,"17,91","16,91","17,39","-0,52","465,7","439,65","452,23","-13,46"
2752,1/3/2026,2752 - Sant Andreu De La Barca (Sant Andreu De La Barca),R08,Z36,Sant Andreu De La Barca (Sant Andreu De La Barca),Veterana,NTC30,Veterana,26,"1.431,65",37.223,"498,88","534,27","35,38","0,3517","0,3764","0,0367","0,0614","7,52","8,31","8,9","1,39","195,42","216,18","231,52","36,1"
2762,1/3/2026,2762 - Virgen Del Losar (Sagunt/Sagunto),R03,Z45,Virgen Del Losar (Sagunt/Sagunto),Veterana,NTC120,No veterana,25,"5.367,24",134.181,"1.711,76","1.766,96","55,2","0,3195","0,3298","0,0045","0,0148","28,18","28,53","29,45","1,27","704,45","713,23","736,23","31,78"
2829,1/3/2026,2829 - Estació D'autobussos (Figueres),R02,Z24,Estació D'autobussos (Figueres),Veterana,NTC60,Veterana,26,"2.355,19",61.235,"849,23","876,5","27,27","0,3591","0,3709","0,0441","0,0559","12,37","14,15","14,61","2,24","321,48",368,"379,82","58,33"
2875,1/3/2026,2875 - C/ Mestre Serrano (Benicarlo),R03,Z13,C/ Mestre Serrano (Benicarlo),Veterana,NTC90,Veterana,25,"1.893,24",47.331,"560,56","599,52","38,96","0,2983","0,3189","-0,02","0,0039","9,94","9,34","9,99","0,052","248,49","233,57","249,8","1,31"
2946,1/3/2026,2946 - La Herrería (Ponferrada),R09,Z41,La Herrería (Ponferrada),Aprendiz,NTC15,No veterana,10,"477,4",4.774,"207,6",219,"11,4","0,4568","0,4861","0,1418","0,1711","2,51","3,46","3,65","1,14","25,06","34,6","36,5","11,44"
3004,1/3/2026,3004 - La Cuesta-Taco (San Cristobal De La Laguna),R05,Z12,La Cuesta-Taco (San Cristobal De La Laguna),Veterana,NTC90,Veterana,26,"4.895,31",127.278,"1.390,38","1.458,73","68,35","0,2861","0,3002","-0,03","-0,01","25,7","23,17","24,31","-1,39","668,21","602,5","632,12","-36,09"
3078,1/3/2026,3078 - Santa Olaya (Gijon),R09,Z32,Santa Olaya (Gijon),Veterana,NTC90,Veterana,26,"5.189,15",134.918,1.575,"1.707,77","132,77","0,304","0,3296",-0,"0,0146","27,24","26,25","28,46","1,22","708,32","682,5","740,03","31,71"
3087,1/3/2026,3087 - L'ànec Blau (Castelldefels),R02,Z56,L'ànec Blau (Castelldefels),Veterana,NTC120,Veterana,26,"5.354,77",139.224,"1.808,65","1.942,5","133,85","0,3384","0,3638","0,0234","0,0488","28,11","30,14","32,38","4,26","730,93","783,75","841,75","110,82"
3118,1/3/2026,3118 - Aguas Vivas (Guadalajara),R10,Z23,Aguas Vivas (Guadalajara),Veterana,NTC30,Veterana,26,"1.996,38",51.906,"588,92","600,23","11,31","0,2977","0,3034","-0,02","-0,01","10,48","9,81",10,"-0,48","272,51","255,2","260,1","-12,41"
3120,1/3/2026,3120 - Las Ramblas (Las Palmas De Gran Canaria),R05,Z28,Las Ramblas (Las Palmas De Gran Canaria),Veterana,NTC90,Veterana,26,"4.463,12",116.041,"1.272,58","1.406,12","133,54","0,2895","0,3191","-0,03","0,0041","23,43","21,21","23,43","0,004","609,22","551,45","609,32","0,1"
3280,1/3/2026,3280 - San Sebastián (Santa Cruz De Tenerife),R05,Z12,San Sebastián (Santa Cruz De Tenerife),Veterana,NTC150,Veterana,26,"7.359,38",191.344,"2.058,81","2.116,96","58,15","0,2795","0,2872","-0,04","-0,03","38,64","34,31","35,28","-3,35","1.004,56","892,15","917,35","-87,21"
3410,1/3/2026,3410 - Benaguasil (Benaguasil),R03,Z01,Benaguasil (Benaguasil),Veterana,NTC120,No veterana,24,"6.847,63",164.343,"2.540,33","2.639,75","99,42","0,3718","0,3865","0,0568","0,0715","35,95","42,34",44,"8,05","862,8","1.016,13","1.055,9","193,1"
3441,1/3/2026,3441 - Ctra. De Molins (Sabadell),R02,Z02,Ctra. De Molins (Sabadell),Veterana,NTC60,No veterana,26,"2.959,46",76.946,"960,73","1.046,85","86,12","0,3245","0,353","0,0095","0,038","15,54","16,01","17,45","1,91","403,97","416,32","453,63","49,67"
3465,1/3/2026,3465 - Santa María Del Mar (Santa Cruz De Tenerife),R05,Z12,Santa María Del Mar (Santa Cruz De Tenerife),Veterana,NTC60,Veterana,26,"3.599,81",93.595,"947,73","1.034,31","86,58","0,2669","0,2915","-0,05","-0,02","18,9","15,8","17,24","-1,66","491,37","410,68","448,2","-43,17"
3497,1/3/2026,3497 - Urb. Guadiana (Badajoz),R10,Z31,Urb. Guadiana (Badajoz),Veterana,NTC60,Veterana,26,"2.954,5",76.817,"725,42","833,23","107,81","0,2473","0,2837","-0,07","-0,03","15,51","12,09","13,89","-1,62","403,29","314,35","361,07","-42,22"
3506,1/3/2026,3506 - C. C. Vilamarina (Viladecans),R08,Z36,C. C. Vilamarina (Viladecans),Veterana,NTC90,Veterana,26,"4.315,62",112.206,"1.372,04","1.404,42","32,38","0,3187","0,3264","0,0037","0,0114","22,66","22,87","23,41","0,75","589,08","594,55","608,58","19,5"
3532,1/3/2026,3532 - Polígono La Vila (Xativa),R03,Z09,Polígono La Vila (Xativa),Veterana,NTC60,Veterana,25,"3.580,72",89.518,"1.130,72","1.198,16","67,44","0,3156","0,3345","0,0006","0,0195","18,8","18,84","19,97","1,17","469,97","471,13","499,23","29,26"
3543,1/3/2026,3543 - C. C. Masrampinyo (Montcada I Reixac),R02,Z02,C. C. Masrampinyo (Montcada I Reixac),Veterana,NTC60,No veterana,26,2.633,68.458,"827,96","846,15","18,19","0,316","0,3229","0,001","0,0079","13,82","13,8","14,1","0,279","359,4","358,78","366,67","7,26"
3544,1/3/2026,3544 - La Feria (Las Palmas De Gran Canaria),R05,Z28,La Feria (Las Palmas De Gran Canaria),Veterana,NTC120,Veterana,26,"6.909,31",179.642,"2.020,92","2.162,88","141,96","0,2938","0,3143","-0,02",-0,"36,27","33,68","36,05","-0,23","943,12","875,73","937,25","-5,87"
3563,1/3/2026,3563 - Playa De La Atunara (La Linea De La Concepcion),R06,Z14,Playa De La Atunara (La Linea De La Concepcion),Veterana,NTC90,Veterana,26,"3.597,04",93.523,"1.032,38","1.054,46","22,08","0,29","0,296",-0,-0,"18,88","17,21","17,57","-1,31",491,"447,37","456,93","-34,06"
3569,1/3/2026,3569 - Trambaix (Esplugues De Llobregat),R08,Z36,Trambaix (Esplugues De Llobregat),Veterana,NTC120,Veterana,26,"5.646,81",146.817,"2.002,96","2.101,15","98,19","0,3552","0,3724","0,0402","0,0574","29,65","33,38","35,02","5,37","770,79","867,95","910,5","139,71"
3571,1/3/2026,3571 - Playa Rinconcillo (Algeciras),R06,Z26,Playa Rinconcillo (Algeciras),Aprendiz,NTC60,No veterana,26,"3.110,46",80.872,"1.070,12","1.099,81","29,69","0,3484","0,3579","0,0334","0,0429","16,33","17,84","18,33",2,"424,58","463,72","476,58","52,01"
