nivel,tienda,mes,area_batch,estado_veterana,n_dias,n_lotes,uds_total,uds_media_lote,p1_min_medio,p2_min_medio,p3_min_medio,p23_min_medio,p4_min_medio,p5_min_medio,p6_min_medio,p7_min_medio,prep_min_medio,total_min_util_medio,p1_ef_min_medio,p2_ef_min_medio,p3_ef_min_medio,p23_ef_min_medio,p4_ef_min_medio,p5_ef_min_medio,p6_ef_min_medio,p7_ef_min_medio,prep_ef_min_medio,total_min_efec_medio,p1_par_min_medio,p2_par_min_medio,p3_par_min_medio,p23_par_min_medio,p4_par_min_medio,p5_par_min_medio,p6_par_min_medio,p7_par_min_medio,prep_par_min_medio,total_min_paradas_medio,p1_pct_medio,p2_pct_medio,p3_pct_medio,p23_pct_medio,p4_pct_medio,p5_pct_medio,p6_pct_medio,p7_pct_medio,prep_pct_medio,p1_ef_pct_medio,p2_ef_pct_medio,p3_ef_pct_medio,p23_ef_pct_medio,p4_ef_pct_medio,p5_ef_pct_medio,p6_ef_pct_medio,p7_ef_pct_medio,prep_ef_pct_medio,p1_par_pct_medio,p2_par_pct_medio,p3_par_pct_medio,p23_par_pct_medio,p4_par_pct_medio,p5_par_pct_medio,p6_par_pct_medio,p7_par_pct_medio,prep_par_pct_medio,prod_total_min_ud_media,prod_efectiva_min_ud_media,uph_total_media,uph_efec_media,prod_real_oficial,prod_efec_oficial
tienda_mes,4491,1/3/2026,FYV,Veterana,25,155,12.518,"80,9","1,49",0,0,"9,45","3,96","1,39","3,74","2,39","9,45","22,42","1,49",0,0,"9,37","3,96","1,39","3,7","1,55","9,37","21,47",0,0,0,"0,079634",0,0,"0,037121","0,8356996904761906","0,079634","0,9524545476190476","0,067478",0,0,"0,4233101813","0,1775","0,06288641016303777","0,1673288940074344","0,10149863999103236","0,4233101813","0,06990076944",0,0,"0,4357","0,18411094219099733","0,065315","0,17254893478339203","0,07239035707091215","0,4357",0,0,0,"0,14166392579768075",0,0,"0,03757","0,8207664574630719","0,14166392579768075","0,2791682160517288","0,2684","217,96","226,43",,
tienda_mes,4491,1/3/2026,HORNO,Veterana,25,96,1.980,"20,94","0,299900222222","1,11","1,79",0,0,"0,5533722000000001","4,25","0,3193","2,9","8,33","0,299900222222","1,11","1,79",0,0,"0,5533722000000001","4,25","0,3193","2,9","8,33",0,0,0,0,0,0,0,0,0,0,"0,0346041054347","0,1278244430949962","0,2086454",0,0,"0,0672841774775015","0,5217067420716739","0,03993508667","0,33647","0,0346041054347","0,1278244430949962","0,2086454",0,0,"0,0672841774775015","0,5217067420716739","0,03993508667","0,33647",,,,,,,,,,"0,408957974","0,408957974","152,29","152,29",,
tienda_mes,4491,1/3/2026,PENDIENTES,Veterana,25,57,196,"3,46","0,34812","0,2994","0,18065866",0,0,"0,57548","1,15","4,11","0,480046322","6,66","0,34812","0,2994","0,18065866",0,0,"0,57548","1,15","1,6","0,480046322","4,16",0,0,0,0,0,0,0,"2,5",0,"2,5","0,05980107650500233","0,0460917081003895","0,029073856950853804",0,0,"0,1266053892","0,18113660183790242","0,55729","0,075165565051243","0,1238227871930778","0,07515087728","0,037627",0,0,"0,17743209589894","0,2603083497906706","0,3256590133449504","0,1128",0,0,0,0,0,0,0,1,0,"2,49","1,58","35,39","59,37",,
tienda_mes,4534,1/3/2026,GLOBAL,Liebre,25,,70.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,27572","0,25931656945182074"
tienda_mes,4534,1/3/2026,SECOS,Veterana,25,298,41.731,"139,04",1,"9,8","18,82",0,0,"0,9876376475080474","1,08","4,67","28,61","36,35","0,9025407082214082","9,74","18,69",0,0,"0,9876376475080474","1,08","2,46","28,44","33,87","0,1009072964","0,05076351948051949","0,1215",0,0,0,0,"2,2","0,1723068780663781","2,48","0,028233208437972026","0,26867005550455","0,5178691887805815",0,0,"0,02719154532007968","0,02896908446083632","0,12906691749598057","0,78654","0,0273064356","0,28686146515460753","0,5523392535004709",0,0,"0,028989733308955","0,030955939307424","0,073547","0,8392007186550782","0,035198033851523106","0,0202373","0,052519",0,0,0,0,"0,892045300735115","0,072757","0,2618605234068083","0,243915203568","229,74","246,68",,
tienda_mes,4534,1/3/2026,REFRIGERADO,Veterana,25,131,11.275,"85,69","0,377153066667","4,28","7,34",0,0,"0,58810157778","2,32","2,5","11,61","17,41","0,377153066667","4,28","7,34",0,0,"0,58810157778","2,32","2,02","11,61","16,92",0,0,0,0,0,0,0,"0,4834",0,"0,4834","0,022002441086414","0,2496431413708946","0,4201606025909509",0,0,"0,033977","0,13312","0,141094629","0,66980374396","0,02260482","0,25590146381340056","0,432166020823477",0,0,"0,0350161014664","0,1363","0,11801584","0,6880674846",0,0,0,0,0,0,0,1,0,"0,205244053584","0,1996","297,3","305,58",,
tienda_mes,4534,1/3/2026,CONGELADO,Veterana,25,99,3.742,"37,72","0,3464268","1,94","4,29",0,0,"0,57552","1,92","2,75","6,22","11,81","0,3464268","1,94","4,29",0,0,"0,57552","1,92","2,43","6,22","11,5",0,0,0,0,0,0,0,"0,3135610555556",0,"0,3135610555556","0,0301920263301536","0,163858590873342","0,36380092012852094",0,0,"0,049109957","0,16453108000517905","0,22850742577350452","0,5276595110018628","0,03076132497201879","0,16837949951301903","0,372601470492155",0,0,"0,0505618","0,16850683544","0,2091890722349","0,5409809700051736",0,0,0,0,0,0,0,1,0,"0,32076021589324305","0,31161768699071407","194,02","198,5",,
tienda_mes,4534,1/3/2026,FRESCOS,Veterana,25,113,6.438,"57,36","0,5003760777778",0,0,"11,65","0,7887505","0,470850233333","3,07","3,43","11,65","19,91","0,5003760777778",0,0,"11,57","0,7887505","0,470850233333","2,93","2,55","11,57","18,81",0,0,0,"0,0800765",0,0,"0,1474","0,87916","0,0800765","1,11","0,025483",0,0,"0,5896703929571037","0,0405246","0,02306524061402774","0,15199166699335906","0,1692646977244106","0,5896703929571037","0,026889300950805835",0,0,"0,61533","0,04237480033736","0,024266072905277","0,1533320012472","0,13781057032032598","0,61533",0,0,0,"0,0352",0,0,"0,064800274882","0,9","0,0352","0,34913","0,3301238048435","178,15","186,33",,
tienda_mes,4534,1/3/2026,FYV,Veterana,25,88,5.163,"58,95","0,720271878",0,0,"5,78","2,23","0,92334","2,38","4,71","5,78","16,74","0,720271878",0,0,"5,64","2,23","0,92334","2,38","2,72","5,64","14,61",0,0,0,"0,14242",0,0,0,"1,99","0,14242","2,14","0,04564091188",0,0,"0,347050241267","0,1328","0,05758206636053734","0,142344538024244","0,2746","0,347050241267","0,05200767401705874",0,0,"0,3886620071864","0,15232340341517","0,06583698094593043","0,1605888295","0,18058110490005722","0,3886620071864",0,0,0,"0,04126959901705473",0,0,0,"0,958730400982945","0,04126959901705473","0,2984717469650979","0,25948","212,7","243,91",,
tienda_mes,4534,1/3/2026,HORNO,Veterana,25,56,746,"13,51","0,59979","1,21","2,17",0,0,"1,37","3,53","0,1895","3,37","9,06","0,59979","1,21","2,02",0,0,"1,23","3,53","0,05832850000000002","3,23","8,65",0,0,"0,1445",0,0,"0,1439",0,"0,1312","0,1445","0,419586","0,066724","0,1348","0,213042595035449",0,0,"0,15983","0,40803842587504663","0,017597631092720004","0,3478098412022335","0,07053038576","0,13740252469928046","0,20949664960787018",0,0,"0,151890554057357","0,4213659180995634","0,009314","0,3468991743071506",0,0,"0,26203806916963074",0,0,"0,5",0,"0,23796193083036926","0,26203806916963074","0,71616","0,6803131747027568","91,01","93,57",,
tienda_mes,4534,1/3/2026,PENDIENTES,Veterana,25,88,1.156,"12,26","0,31993","1,29","2,68",0,"0,0207864","0,435569055556","2,13","1,65","3,96","8,52","0,31993","1,29","2,68",0,"0,0207864","0,435569055556","2,13","1,05","3,96","7,93",0,0,0,0,0,0,0,"0,59582",0,"0,59582","0,040282209605957","0,149048131","0,3",0,"0,002103861413450397","0,05729649738204429","0,25174232881339403","0,19953485011508187","0,4490402526700726","0,04329078445","0,15503022932","0,31567604032639207",0,"0,0022499540640480483","0,061826","0,26756043654870143","0,154366","0,47070626964206763",0,0,0,0,0,0,0,1,0,"0,8335664570963397","0,7720131514072226","90,25","95,13",,
tienda_mes,4544,1/3/2026,GLOBAL,Liebre,26,,191.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3183095947","0,30771749"
tienda_mes,4544,1/3/2026,SECOS,Veterana,26,701,107.069,"150,82","1,09","13,93","24,28",0,0,"0,93593","1,17","4,08","38,21","45,48","1,08","13,9","24,16",0,0,"0,93593","1,17","2,61","38,06","43,85","0,01046889022436","0,02962870325854702","0,12189096414039179",0,0,0,0,"1,47","0,1515","1,63","0,02401133190409326","0,305781190611464","0,53382",0,0,"0,020559643326350505","0,02564","0,09019697192888068","0,8395965272627901","0,02473","0,316509055138","0,55136238088139",0,0,"0,02135","0,026575534190375096","0,059471251385702216","0,8678714360193774","0,004424765948595305","0,0180929601982","0,094319907044991",0,0,0,0,"0,8831623668081809","0,11241","0,302754","0,2916540950322052","199,03","206,5",,
